,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN
601,-122.07,37.69,31.0,5914.0,1309.0,2999.0,1295.0,3.0964,190500.0,0.0,0.0,0.0,1.0,0.0
650,-122.15,37.71,18.0,5778.0,1526.0,2441.0,1352.0,3.1682,202700.0,0.0,0.0,0.0,1.0,0.0
701,-122.04,37.65,10.0,8299.0,1326.0,3827.0,1288.0,6.2579,315500.0,0.0,0.0,0.0,1.0,0.0
702,-122.05,37.68,23.0,7518.0,1279.0,3827.0,1294.0,5.1701,216800.0,0.0,0.0,0.0,1.0,0.0
704,-122.06,37.68,30.0,5367.0,1207.0,2667.0,1047.0,3.1796,170300.0,0.0,0.0,0.0,1.0,0.0
752,-122.07,37.66,21.0,5031.0,1168.0,2461.0,1042.0,3.875,179300.0,0.0,0.0,0.0,1.0,0.0
755,-122.08,37.65,17.0,5018.0,1439.0,3069.0,1299.0,2.7694,161900.0,0.0,0.0,0.0,1.0,0.0
774,-122.1,37.63,18.0,9963.0,2031.0,5613.0,1946.0,3.8171,187200.0,0.0,0.0,0.0,1.0,0.0
788,-122.08,37.64,30.0,5267.0,1253.0,4065.0,1113.0,3.3479,182100.0,0.0,0.0,0.0,1.0,0.0
793,-122.07,37.64,22.0,5861.0,1516.0,5436.0,1463.0,2.5158,134900.0,0.0,0.0,0.0,1.0,0.0
815,-122.06,37.63,12.0,6711.0,1374.0,3388.0,1289.0,3.8625,208900.0,0.0,0.0,0.0,1.0,0.0
833,-122.06,37.6,17.0,5159.0,832.0,3174.0,817.0,5.8704,234400.0,0.0,0.0,0.0,1.0,0.0
844,-122.05,37.59,15.0,6243.0,1273.0,3163.0,1274.0,3.7462,212500.0,0.0,0.0,0.0,1.0,0.0
858,-122.01,37.57,14.0,16199.0,2993.0,8117.0,2847.0,5.8322,281800.0,0.0,0.0,0.0,1.0,0.0
859,-122.04,37.58,14.0,14917.0,2708.0,8012.0,2606.0,5.6277,269800.0,0.0,0.0,0.0,1.0,0.0
860,-122.04,37.57,12.0,5719.0,1064.0,3436.0,1057.0,5.2879,231200.0,0.0,0.0,0.0,1.0,0.0
861,-122.07,37.57,8.0,8647.0,1407.0,5019.0,1379.0,6.5615,318300.0,0.0,0.0,0.0,1.0,0.0
862,-122.06,37.58,15.0,8112.0,1376.0,4576.0,1348.0,5.6758,253400.0,0.0,0.0,0.0,1.0,0.0
863,-122.05,37.57,7.0,10648.0,1818.0,6075.0,1797.0,6.1047,278200.0,0.0,0.0,0.0,1.0,0.0
865,-122.07,37.52,3.0,14014.0,2861.0,7205.0,2753.0,6.0824,273500.0,0.0,0.0,0.0,1.0,0.0
869,-122.03,37.56,24.0,8444.0,1492.0,4446.0,1491.0,4.6978,240300.0,0.0,0.0,0.0,1.0,0.0
874,-121.99,37.56,18.0,5505.0,1005.0,2641.0,971.0,5.0,269700.0,1.0,0.0,0.0,0.0,0.0
875,-121.99,37.56,20.0,6462.0,1294.0,3288.0,1235.0,4.3393,231200.0,1.0,0.0,0.0,0.0,0.0
877,-121.97,37.56,13.0,8918.0,1823.0,4518.0,1772.0,4.8052,254000.0,1.0,0.0,0.0,0.0,0.0
880,-121.98,37.54,17.0,5133.0,1375.0,3386.0,1339.0,3.1326,220800.0,1.0,0.0,0.0,0.0,0.0
881,-121.99,37.55,16.0,6647.0,2098.0,4649.0,1903.0,2.9074,213800.0,1.0,0.0,0.0,0.0,0.0
882,-121.94,37.56,15.0,5674.0,748.0,2412.0,714.0,8.3996,442900.0,1.0,0.0,0.0,0.0,0.0
883,-121.95,37.55,21.0,10687.0,1540.0,4552.0,1520.0,6.6478,333400.0,1.0,0.0,0.0,0.0,0.0
889,-121.96,37.54,14.0,5106.0,1207.0,2738.0,1108.0,3.9909,236000.0,1.0,0.0,0.0,0.0,0.0
904,-122.0,37.55,27.0,6103.0,1249.0,3026.0,1134.0,4.1591,332400.0,1.0,0.0,0.0,0.0,0.0
908,-121.99,37.53,25.0,5405.0,939.0,2831.0,923.0,5.0423,222200.0,1.0,0.0,0.0,0.0,0.0
913,-121.96,37.51,22.0,5811.0,1125.0,3215.0,1086.0,4.4107,223500.0,1.0,0.0,0.0,0.0,0.0
915,-121.93,37.53,27.0,5532.0,973.0,2855.0,960.0,4.7478,243500.0,1.0,0.0,0.0,0.0,0.0
916,-121.92,37.53,7.0,28258.0,3864.0,12203.0,3701.0,8.4045,451100.0,1.0,0.0,0.0,0.0,0.0
918,-121.92,37.49,10.0,7441.0,1588.0,3571.0,1466.0,5.1643,193100.0,1.0,0.0,0.0,0.0,0.0
921,-121.91,37.47,13.0,5377.0,744.0,2759.0,760.0,6.868,337300.0,1.0,0.0,0.0,0.0,0.0
922,-122.03,37.55,22.0,9167.0,1373.0,4319.0,1404.0,6.992,284800.0,0.0,0.0,0.0,1.0,0.0
930,-122.06,37.54,20.0,6483.0,1068.0,3526.0,1060.0,5.0838,248200.0,0.0,0.0,0.0,1.0,0.0
939,-122.0,37.51,7.0,6352.0,1390.0,3223.0,1316.0,4.9867,181700.0,1.0,0.0,0.0,0.0,0.0
940,-121.92,37.72,4.0,7477.0,1576.0,2937.0,1506.0,5.1437,299400.0,1.0,0.0,0.0,0.0,0.0
946,-121.94,37.71,15.0,6473.0,1027.0,2484.0,970.0,5.0143,271100.0,1.0,0.0,0.0,0.0,0.0
947,-121.96,37.71,6.0,8072.0,1050.0,3386.0,1062.0,7.2494,336500.0,1.0,0.0,0.0,0.0,0.0
951,-121.9,37.66,18.0,7397.0,1137.0,3126.0,1115.0,6.4994,323000.0,0.0,1.0,0.0,0.0,0.0
958,-121.89,37.68,12.0,7490.0,1207.0,3329.0,1136.0,6.3373,339700.0,1.0,0.0,0.0,0.0,0.0
966,-121.9,37.67,7.0,9540.0,1294.0,3926.0,1229.0,7.4353,389800.0,1.0,0.0,0.0,0.0,0.0
972,-121.87,37.57,13.0,5519.0,833.0,2444.0,825.0,7.0691,393200.0,1.0,0.0,0.0,0.0,0.0
979,-121.84,37.66,13.0,13182.0,2074.0,4847.0,1950.0,5.6417,352900.0,0.0,1.0,0.0,0.0,0.0
982,-121.86,37.7,13.0,9621.0,1344.0,4389.0,1391.0,6.6827,313700.0,0.0,1.0,0.0,0.0,0.0
983,-121.89,37.69,4.0,6159.0,1510.0,2649.0,1241.0,3.62,139300.0,1.0,0.0,0.0,0.0,0.0
988,-121.73,37.71,12.0,5608.0,1049.0,2595.0,1067.0,3.9864,200200.0,0.0,1.0,0.0,0.0,0.0
989,-121.75,37.71,11.0,12070.0,2220.0,5826.0,2125.0,4.8624,192400.0,0.0,1.0,0.0,0.0,0.0
991,-121.8,37.7,22.0,5533.0,943.0,2474.0,910.0,4.7361,216800.0,0.0,1.0,0.0,0.0,0.0
998,-121.79,37.69,25.0,6296.0,1082.0,3200.0,1047.0,4.5357,188400.0,0.0,1.0,0.0,0.0,0.0
1004,-121.73,37.68,17.0,20354.0,3493.0,8768.0,3293.0,5.4496,238900.0,0.0,1.0,0.0,0.0,0.0
1009,-121.77,37.67,20.0,8068.0,1217.0,3489.0,1259.0,5.7907,264200.0,0.0,1.0,0.0,0.0,0.0
1015,-121.79,37.66,22.0,14701.0,2210.0,6693.0,2232.0,5.98,245000.0,0.0,1.0,0.0,0.0,0.0
1038,-120.72,38.42,17.0,5654.0,1085.0,2237.0,953.0,3.0465,144100.0,0.0,1.0,0.0,0.0,0.0
1047,-121.83,39.76,12.0,9831.0,1921.0,4644.0,1775.0,3.1142,112600.0,0.0,1.0,0.0,0.0,0.0
1048,-121.82,39.76,23.0,6010.0,1116.0,2710.0,1149.0,3.0068,107300.0,0.0,1.0,0.0,0.0,0.0
1049,-121.86,39.78,12.0,7653.0,1578.0,3628.0,1494.0,3.0905,117800.0,0.0,1.0,0.0,0.0,0.0
1050,-121.85,39.77,17.0,5273.0,1177.0,2446.0,1199.0,1.9362,89900.0,0.0,1.0,0.0,0.0,0.0
1052,-121.86,39.76,19.0,7254.0,1785.0,4030.0,1667.0,2.0094,87300.0,0.0,1.0,0.0,0.0,0.0
1053,-121.89,39.76,15.0,10265.0,1860.0,4591.0,1906.0,3.07,142600.0,0.0,1.0,0.0,0.0,0.0
1054,-121.88,39.74,12.0,14631.0,3298.0,7517.0,3262.0,1.6785,153100.0,0.0,1.0,0.0,0.0,0.0
1068,-121.82,39.75,29.0,7744.0,1375.0,3316.0,1365.0,3.0253,111400.0,0.0,1.0,0.0,0.0,0.0
1070,-121.8,39.75,11.0,7212.0,1355.0,3264.0,1264.0,3.1125,122600.0,0.0,1.0,0.0,0.0,0.0
1071,-121.79,39.73,8.0,5690.0,1189.0,2887.0,1077.0,3.0625,116300.0,0.0,1.0,0.0,0.0,0.0
1080,-121.85,39.72,18.0,7272.0,1559.0,5022.0,1524.0,1.6911,98800.0,0.0,1.0,0.0,0.0,0.0
1082,-121.81,39.7,21.0,5051.0,1054.0,2948.0,980.0,1.5863,81300.0,0.0,1.0,0.0,0.0,0.0
1086,-121.87,39.82,11.0,5103.0,825.0,2456.0,810.0,4.5032,159700.0,0.0,1.0,0.0,0.0,0.0
1146,-121.46,39.54,14.0,5549.0,1000.0,1822.0,919.0,2.9562,142300.0,0.0,1.0,0.0,0.0,0.0
1207,-120.67,37.97,9.0,7450.0,1475.0,2233.0,930.0,2.6528,133000.0,0.0,1.0,0.0,0.0,0.0
1213,-120.76,38.12,7.0,7188.0,1288.0,3175.0,1115.0,3.8488,130600.0,0.0,1.0,0.0,0.0,0.0
1228,-120.34,38.25,17.0,5497.0,1056.0,997.0,408.0,2.9821,111500.0,0.0,1.0,0.0,0.0,0.0
1237,-121.99,39.15,17.0,6440.0,1204.0,3266.0,1142.0,2.7137,72000.0,0.0,1.0,0.0,0.0,0.0
1253,-121.73,38.0,3.0,9217.0,1522.0,3578.0,1272.0,5.0016,189100.0,0.0,1.0,0.0,0.0,0.0
1254,-121.72,38.0,7.0,7957.0,1314.0,4460.0,1293.0,4.9618,156500.0,0.0,1.0,0.0,0.0,0.0
1255,-121.72,37.98,5.0,7105.0,1143.0,3523.0,1088.0,5.0468,168800.0,0.0,1.0,0.0,0.0,0.0
1270,-121.6,37.9,5.0,14684.0,2252.0,4276.0,1722.0,6.9051,340900.0,0.0,1.0,0.0,0.0,0.0
1297,-121.83,38.0,15.0,6365.0,1646.0,3838.0,1458.0,2.5495,103600.0,0.0,1.0,0.0,0.0,0.0
1311,-121.77,37.99,4.0,5623.0,780.0,2429.0,716.0,5.4409,205100.0,0.0,1.0,0.0,0.0,0.0
1323,-121.88,38.01,9.0,5329.0,1284.0,2827.0,1202.0,2.7374,150000.0,0.0,1.0,0.0,0.0,0.0
1346,-121.94,38.02,29.0,5765.0,1170.0,3266.0,1131.0,2.7907,113900.0,0.0,1.0,0.0,0.0,0.0
1365,-122.12,38.0,20.0,6992.0,1404.0,3221.0,1334.0,4.2042,166400.0,0.0,0.0,0.0,1.0,0.0
1372,-122.09,38.0,6.0,10191.0,1882.0,4377.0,1789.0,5.2015,204200.0,0.0,0.0,0.0,1.0,0.0
1379,-122.09,37.97,5.0,5303.0,779.0,2017.0,727.0,6.9961,294100.0,0.0,0.0,0.0,1.0,0.0
1381,-122.09,37.98,14.0,5381.0,871.0,2296.0,872.0,5.6875,211000.0,0.0,0.0,0.0,1.0,0.0
1387,-122.07,37.98,12.0,6915.0,1639.0,2940.0,1468.0,4.0154,186100.0,0.0,0.0,0.0,1.0,0.0
1391,-122.08,37.96,21.0,9135.0,1534.0,3748.0,1502.0,6.0859,266000.0,0.0,0.0,0.0,1.0,0.0
1397,-122.06,37.96,10.0,7136.0,1691.0,2959.0,1507.0,3.9816,182000.0,0.0,0.0,0.0,1.0,0.0
1407,-122.09,37.94,29.0,6895.0,1022.0,2634.0,1022.0,6.1922,273200.0,0.0,0.0,0.0,1.0,0.0
1457,-121.98,37.96,12.0,5048.0,1122.0,2209.0,1014.0,3.1573,126700.0,0.0,1.0,0.0,0.0,0.0
1460,-121.98,37.95,14.0,6290.0,854.0,2724.0,820.0,6.7371,267400.0,0.0,1.0,0.0,0.0,0.0
1468,-122.04,37.97,21.0,6445.0,1839.0,3621.0,1735.0,2.5841,112500.0,0.0,0.0,0.0,1.0,0.0
1490,-122.04,37.94,24.0,5732.0,873.0,2444.0,888.0,5.6292,231400.0,0.0,0.0,0.0,1.0,0.0
1493,-122.05,37.95,22.0,5175.0,1213.0,2804.0,1091.0,2.85,144600.0,0.0,0.0,0.0,1.0,0.0
1494,-122.03,37.94,21.0,5541.0,776.0,2214.0,737.0,5.5777,279300.0,0.0,0.0,0.0,1.0,0.0
1497,-122.05,37.93,15.0,7803.0,1603.0,2957.0,1546.0,4.45,184900.0,0.0,0.0,0.0,1.0,0.0
1498,-122.05,37.92,14.0,12713.0,2558.0,4741.0,2412.0,4.7094,234700.0,0.0,0.0,0.0,1.0,0.0
1501,-122.01,37.91,21.0,10093.0,1269.0,3645.0,1219.0,7.6877,367700.0,0.0,0.0,0.0,1.0,0.0
1502,-122.03,37.91,29.0,5438.0,871.0,2310.0,890.0,5.0362,275300.0,0.0,0.0,0.0,1.0,0.0
1503,-122.06,37.91,15.0,5393.0,1422.0,2133.0,1288.0,4.1612,232800.0,0.0,0.0,0.0,1.0,0.0
1504,-122.06,37.9,25.0,5869.0,1685.0,2669.0,1554.0,2.6998,216100.0,0.0,0.0,0.0,1.0,0.0
1505,-122.06,37.89,21.0,4985.0,1590.0,2575.0,1458.0,3.1002,114300.0,0.0,0.0,0.0,1.0,0.0
1507,-122.07,37.93,25.0,7201.0,1521.0,3264.0,1433.0,3.7433,252100.0,0.0,0.0,0.0,1.0,0.0
1514,-122.09,37.91,18.0,9576.0,1455.0,3486.0,1380.0,7.0895,306900.0,0.0,0.0,0.0,1.0,0.0
1527,-122.04,37.9,20.0,5467.0,1044.0,2310.0,963.0,5.6986,275800.0,0.0,0.0,0.0,1.0,0.0
1528,-122.02,37.89,29.0,6349.0,858.0,2450.0,778.0,7.5,356200.0,0.0,0.0,0.0,1.0,0.0
1531,-122.04,37.85,27.0,6039.0,780.0,2181.0,761.0,9.5862,469400.0,0.0,0.0,0.0,1.0,0.0
1533,-121.94,37.73,22.0,6719.0,1068.0,2843.0,994.0,6.1265,260300.0,1.0,0.0,0.0,0.0,0.0
1537,-121.95,37.74,19.0,5721.0,837.0,2653.0,813.0,6.2631,266000.0,1.0,0.0,0.0,0.0,0.0
1541,-121.94,37.75,16.0,5121.0,735.0,2464.0,761.0,6.6204,296100.0,1.0,0.0,0.0,0.0,0.0
1542,-121.97,37.79,17.0,5688.0,824.0,2111.0,773.0,6.6131,312500.0,1.0,0.0,0.0,0.0,0.0
1546,-121.96,37.81,12.0,6488.0,778.0,2404.0,765.0,8.3188,403400.0,1.0,0.0,0.0,0.0,0.0
1548,-121.94,37.8,8.0,11336.0,1657.0,4089.0,1555.0,7.8287,369200.0,1.0,0.0,0.0,0.0,0.0
1550,-121.95,37.78,4.0,14652.0,2826.0,5613.0,2579.0,6.3942,356700.0,1.0,0.0,0.0,0.0,0.0
1552,-121.94,37.76,4.0,6875.0,1439.0,2889.0,1307.0,4.6932,356100.0,1.0,0.0,0.0,0.0,0.0
1558,-121.97,37.77,13.0,7241.0,1007.0,3221.0,947.0,7.2216,324600.0,1.0,0.0,0.0,0.0,0.0
1564,-122.03,37.83,24.0,5948.0,738.0,1997.0,710.0,9.8708,500001.0,0.0,0.0,0.0,1.0,0.0
1565,-121.99,37.77,14.0,8213.0,1364.0,3283.0,1286.0,5.1755,294800.0,1.0,0.0,0.0,0.0,0.0
1567,-122.02,37.8,11.0,6200.0,907.0,2286.0,896.0,7.6518,359300.0,0.0,0.0,0.0,1.0,0.0
1572,-122.0,37.86,18.0,8953.0,1074.0,3011.0,993.0,10.7372,500001.0,1.0,0.0,0.0,0.0,0.0
1574,-121.96,37.84,29.0,7479.0,977.0,2744.0,943.0,7.5139,398200.0,0.0,1.0,0.0,0.0,0.0
1575,-122.0,37.84,16.0,7681.0,946.0,2777.0,908.0,9.5271,500001.0,1.0,0.0,0.0,0.0,0.0
1578,-121.98,37.82,18.0,9117.0,1248.0,3280.0,1167.0,8.003,351300.0,1.0,0.0,0.0,0.0,0.0
1579,-121.95,37.81,5.0,7178.0,898.0,2823.0,907.0,9.0776,450400.0,1.0,0.0,0.0,0.0,0.0
1580,-122.1,37.93,20.0,10212.0,1424.0,4083.0,1374.0,8.039,382200.0,0.0,0.0,0.0,1.0,0.0
1583,-122.14,37.9,32.0,5738.0,746.0,2099.0,732.0,10.3224,500001.0,0.0,0.0,0.0,1.0,0.0
1584,-122.12,37.91,34.0,5683.0,755.0,1962.0,723.0,8.3678,455300.0,0.0,0.0,0.0,1.0,0.0
1593,-122.14,37.88,34.0,6986.0,1096.0,2865.0,1124.0,6.2275,394400.0,0.0,0.0,0.0,1.0,0.0
1596,-122.08,37.87,24.0,6130.0,1359.0,1750.0,1286.0,2.9167,102700.0,0.0,0.0,0.0,1.0,0.0
1597,-122.06,37.85,17.0,7475.0,1556.0,2092.0,1449.0,3.6437,186500.0,0.0,0.0,0.0,1.0,0.0
1599,-122.06,37.86,16.0,5187.0,1014.0,1512.0,986.0,4.4551,252400.0,0.0,0.0,0.0,1.0,0.0
1603,-122.09,37.86,27.0,5484.0,760.0,2212.0,770.0,7.6202,402600.0,0.0,0.0,0.0,1.0,0.0
1605,-122.12,37.85,18.0,5252.0,686.0,1870.0,657.0,8.0074,454100.0,0.0,0.0,0.0,1.0,0.0
1609,-122.11,37.83,19.0,5130.0,741.0,1887.0,712.0,7.203,369900.0,0.0,0.0,0.0,1.0,0.0
1611,-122.14,37.86,20.0,6201.0,1182.0,2415.0,1141.0,4.5744,314000.0,0.0,0.0,0.0,1.0,0.0
1612,-122.14,37.85,27.0,9147.0,1276.0,3371.0,1269.0,7.3267,389900.0,0.0,0.0,0.0,1.0,0.0
1625,-122.18,37.91,31.0,7200.0,876.0,2428.0,843.0,10.9405,500001.0,0.0,0.0,0.0,1.0,0.0
1629,-121.84,37.98,8.0,7505.0,1089.0,3325.0,1016.0,5.2699,204200.0,0.0,1.0,0.0,0.0,0.0
1631,-121.78,37.97,4.0,17032.0,2546.0,7653.0,2359.0,5.5601,213700.0,0.0,1.0,0.0,0.0,0.0
1634,-121.89,37.82,4.0,11444.0,1355.0,3898.0,1257.0,13.2949,500001.0,0.0,1.0,0.0,0.0,0.0
1646,-121.92,37.96,14.0,5332.0,884.0,2093.0,839.0,5.2798,237400.0,0.0,1.0,0.0,0.0,0.0
1657,-122.2,37.96,9.0,6306.0,962.0,2581.0,911.0,6.7741,310700.0,0.0,0.0,0.0,1.0,0.0
1667,-122.32,38.06,4.0,7999.0,1611.0,3596.0,1396.0,5.0969,174200.0,0.0,0.0,0.0,1.0,0.0
1686,-122.26,38.0,5.0,6265.0,908.0,3326.0,872.0,6.2073,272900.0,0.0,0.0,0.0,1.0,0.0
1689,-122.27,37.97,10.0,15259.0,2275.0,7266.0,2338.0,6.0666,272400.0,0.0,0.0,0.0,1.0,0.0
1694,-122.29,37.94,20.0,7578.0,1426.0,3637.0,1362.0,4.4387,190000.0,0.0,0.0,0.0,1.0,0.0
1699,-122.31,37.99,25.0,6508.0,1137.0,3259.0,1081.0,4.2348,157800.0,0.0,0.0,0.0,1.0,0.0
1726,-122.33,37.97,19.0,5151.0,1335.0,2548.0,1165.0,3.3125,158800.0,0.0,0.0,0.0,1.0,0.0
1741,-122.34,37.96,15.0,6487.0,1717.0,3408.0,1560.0,2.1991,133300.0,0.0,0.0,0.0,1.0,0.0
1878,-120.0,38.93,17.0,8005.0,1382.0,999.0,383.0,3.9722,313400.0,0.0,1.0,0.0,0.0,0.0
1916,-121.09,38.68,15.0,5218.0,711.0,1949.0,659.0,4.7083,213300.0,0.0,1.0,0.0,0.0,0.0
1919,-121.06,38.7,9.0,13255.0,1739.0,5001.0,1627.0,6.314,228900.0,0.0,1.0,0.0,0.0,0.0
1921,-121.01,38.73,7.0,6322.0,1046.0,2957.0,1024.0,4.7276,197500.0,0.0,1.0,0.0,0.0,0.0
1922,-120.99,38.69,5.0,5743.0,1074.0,2651.0,962.0,4.1163,172500.0,0.0,1.0,0.0,0.0,0.0
1923,-121.02,38.66,4.0,7392.0,1155.0,3096.0,1065.0,4.5246,198900.0,0.0,1.0,0.0,0.0,0.0
1935,-120.91,38.73,11.0,5460.0,859.0,2645.0,838.0,4.835,230600.0,0.0,1.0,0.0,0.0,0.0
1959,-120.62,38.71,10.0,6305.0,1150.0,2597.0,921.0,4.0197,132200.0,0.0,1.0,0.0,0.0,0.0
1971,-120.81,38.67,14.0,8396.0,1578.0,3952.0,1474.0,3.0565,118800.0,0.0,1.0,0.0,0.0,0.0
1973,-120.85,38.69,18.0,5928.0,1097.0,2697.0,1096.0,3.4872,141400.0,0.0,1.0,0.0,0.0,0.0
1974,-120.79,38.7,13.0,5036.0,1034.0,2243.0,923.0,2.3319,138500.0,0.0,1.0,0.0,0.0,0.0
2014,-119.74,36.71,17.0,5872.0,1250.0,5034.0,1224.0,2.1905,61800.0,0.0,1.0,0.0,0.0,0.0
2106,-119.73,36.74,14.0,6202.0,1551.0,5561.0,1435.0,1.6073,64700.0,0.0,1.0,0.0,0.0,0.0
2109,-119.71,36.74,18.0,8099.0,1670.0,4476.0,1514.0,2.4728,88300.0,0.0,1.0,0.0,0.0,0.0
2113,-119.71,36.77,11.0,5112.0,1384.0,2487.0,1243.0,2.1461,75900.0,0.0,1.0,0.0,0.0,0.0
2158,-119.87,36.78,4.0,6102.0,1114.0,3406.0,1115.0,3.4213,84500.0,0.0,1.0,0.0,0.0,0.0
2223,-119.8,36.86,7.0,6434.0,1201.0,2733.0,1045.0,3.7656,145000.0,0.0,1.0,0.0,0.0,0.0
2227,-119.81,36.83,19.0,6789.0,1200.0,2325.0,1109.0,4.049,126000.0,0.0,1.0,0.0,0.0,0.0
2228,-119.81,36.83,10.0,5780.0,922.0,2712.0,883.0,5.6445,135500.0,0.0,1.0,0.0,0.0,0.0
2235,-119.8,36.82,24.0,5377.0,1005.0,2010.0,982.0,3.4542,121200.0,0.0,1.0,0.0,0.0,0.0
2242,-119.83,36.8,16.0,6101.0,1200.0,3407.0,1134.0,3.125,80800.0,0.0,1.0,0.0,0.0,0.0
2254,-119.82,36.79,18.0,5822.0,1439.0,3415.0,1224.0,1.6854,64700.0,0.0,1.0,0.0,0.0,0.0
2271,-119.76,36.78,30.0,6117.0,1330.0,2768.0,1224.0,2.1383,78800.0,0.0,1.0,0.0,0.0,0.0
2279,-119.76,36.8,20.0,6257.0,1346.0,2795.0,1267.0,2.2094,83700.0,0.0,1.0,0.0,0.0,0.0
2281,-119.74,36.8,18.0,10862.0,2401.0,5466.0,2209.0,2.4678,74300.0,0.0,1.0,0.0,0.0,0.0
2286,-119.76,36.82,17.0,6932.0,1486.0,3056.0,1453.0,2.3375,99300.0,0.0,1.0,0.0,0.0,0.0
2296,-119.77,36.91,3.0,7520.0,1143.0,2878.0,1077.0,5.3272,174200.0,0.0,1.0,0.0,0.0,0.0
2297,-119.75,36.87,3.0,13802.0,2244.0,5226.0,1972.0,5.0941,143700.0,0.0,1.0,0.0,0.0,0.0
2298,-119.74,36.85,3.0,10425.0,2121.0,4432.0,1778.0,3.9032,140800.0,0.0,1.0,0.0,0.0,0.0
2345,-119.58,36.83,13.0,6135.0,863.0,2473.0,774.0,5.4895,156700.0,0.0,1.0,0.0,0.0,0.0
2608,-124.19,40.73,21.0,5694.0,1056.0,2907.0,972.0,3.5363,90100.0,0.0,0.0,0.0,0.0,1.0
2806,-119.08,35.39,10.0,6435.0,1040.0,3242.0,1030.0,5.575,132200.0,0.0,1.0,0.0,0.0,0.0
2807,-119.01,35.4,11.0,8739.0,2190.0,4781.0,1919.0,1.7109,44600.0,0.0,1.0,0.0,0.0,0.0
2826,-118.96,35.39,23.0,5624.0,1148.0,2842.0,1042.0,3.1297,79000.0,0.0,1.0,0.0,0.0,0.0
2834,-118.94,35.4,14.0,5548.0,941.0,2815.0,935.0,4.2214,104600.0,0.0,1.0,0.0,0.0,0.0
2890,-119.07,35.36,19.0,5254.0,894.0,2155.0,831.0,4.6705,110700.0,0.0,1.0,0.0,0.0,0.0
2891,-119.08,35.36,12.0,6442.0,1116.0,2966.0,1092.0,4.5791,123400.0,0.0,1.0,0.0,0.0,0.0
2938,-119.06,35.35,20.0,9351.0,2139.0,4584.0,1953.0,2.575,69900.0,0.0,1.0,0.0,0.0,0.0
2940,-119.05,35.33,18.0,12707.0,2685.0,7009.0,2552.0,2.9438,87200.0,0.0,1.0,0.0,0.0,0.0
2944,-119.12,35.33,4.0,8574.0,1489.0,4250.0,1444.0,5.1036,103400.0,0.0,1.0,0.0,0.0,0.0
2951,-119.1,35.33,4.0,6640.0,898.0,3121.0,902.0,6.759,170300.0,0.0,1.0,0.0,0.0,0.0
2952,-119.08,35.32,8.0,11609.0,2141.0,5696.0,2100.0,5.0012,106300.0,0.0,1.0,0.0,0.0,0.0
2953,-119.09,35.33,9.0,7085.0,1148.0,3084.0,1052.0,4.997,142900.0,0.0,1.0,0.0,0.0,0.0
